rowid,code,FY,land_value,inf_new,edu_new,wel_new,env_new,ind_new,fir_new,gen_new
393,11203,2012,183088.23529411765,401924,234870,16727,57739,16967,9630,38588
394,11203,2013,183323.5294117647,409156,236423,16209,56038,16807,10099,37792
395,11203,2014,184617.64705882352,411150,234105,16821,54641,16613,9933,37026
396,11206,2010,34542.857142857145,57371,30647,2323,1473,3108,1193,2438
397,11206,2011,33371.42857142857,56835,30447,2176,1371,2994,1177,2589
398,11206,2012,32757.14285714286,59274,34102,2033,2325,2988,935,3846
399,11206,2013,32300,58716,34386,1950,2993,2889,1092,3759
400,11206,2014,31842.85714285714,58049,32395.5,2120.5,2040.5,2994.75,1099.25,3158
401,11208,2010,148904.7619047619,176582,175807,17653,43417,667,5907,71114
402,11208,2011,147809.52380952382,135264,156846,17002,39348,515,4014,69429
403,11208,2012,148238.09523809524,124863,173968,14947,33095,478,3916,51956
404,11208,2013,150142.85714285713,116446,170766,14457,27377,505,1463,49075
405,11208,2014,150842.85714285713,138288.75,169346.75,16014.75,35809.25,541.25,3825,60393.5
406,11209,2010,55950,137577,41073,4299,5842,3694,213,8752
407,11209,2011,54566.666666666664,160683,39429,4614,7529,3633,193,8282
408,11209,2012,53775,167468,35602,5424,7407,3614,176,10416
409,11209,2013,53391.666666666664,167871,34426,4792,7062,3538,157,9715
410,11209,2014,53125,118440,28727,3631,3133,2383,3024,8315
411,11210,2010,39281.818181818184,61682,45482,2983,10414,8601,2170,16125
412,11210,2011,38054.545454545456,61038,46000,2909,9616,7918,2160,15509
413,11210,2012,36990.90909090909,60343,45315,2995,8827,7273,2769,15377
414,11210,2013,36463.63636363636,60287,44742,2882,8086,6697,4521,14870
415,11210,2014,35927.27272727273,60210,44156,2757,7340,6248,2762,14383
416,11211,2010,34820,54575,21978,1259,315,4348,746,14410
417,11211,2011,34260,54444,22085,1210,291,4062,788,14291
418,11211,2012,33750,53524,22369,1215,272,3798,783,13743
419,11211,2013,33255,53133,23139,1222,279,3523,728,13831
420,11211,2014,32800,52546,25413,1164,354,3267,712,15787
421,11212,2010,60350,65268,38268,5849,4261,658,1129,15623
422,11212,2011,58725,65184,36922,5708,2050,920,1137,17888
423,11212,2012,57812.5,63449,35589,2708,1960,958,1094,16449
424,11212,2013,57450,63920,36350,5093,1840,937,1039,15651
425,11212,2014,57262.5,64455.25,36782.25,4839.5,2527.75,868.25,1099.75,16402.75
426,11214,2010,92600,120189,69452,8544,12474,3314,2350,15591
427,11214,2011,91053.84615384616,121160,69566,8332,11239,3016,2422,15282
428,11214,2012,90261.53846153847,122117,72158,8159,10033,2742,2368,14890
429,11214,2013,90200,123049,73947,8096,8829,2580,2263,14565
430,11214,2014,90169.23076923077,122924,74727,8105,7630,2502,3046,14267
431,11215,2010,110388.88888888889,90717,60047,3996,12505,4002,4502,10937
432,11215,2011,108944.44444444444,90311,59938,3968,11620,3850,4440,11174
433,11215,2012,108722.22222222222,95367,59848,3946,10599,3698,4374,11092
434,11215,2013,109555.55555555556,94685,59710,4288,9644,3561,137,10919
435,11215,2014,109388.88888888889,95160,60016,4291,8681,3442,271,11623
436,11216,2010,31260,32964,16237,653,6140,4456,1986,3232
437,11216,2011,30500,32437,16374,696,5895,4194,1938,3168
438,11216,2012,29920,31917,16771,677,5662,3954,1882,3098
439,11216,2013,29360,31979,17217,661,5740,3734,1834,3479
440,11216,2014,28860,32324.25,16649.75,671.75,5859.25,4084.5,1910,3244.25
441,11217,2010,63372.72727272727,73309,46502,4394,769,2148,1184,12089
442,11217,2011,62400,73365,46779,4158,750,2250,1260,12000
443,11217,2012,62281.818181818184,75935,48334,4042,735,2158,1380,11864
444,11217,2013,62327.27272727273,77124,50610,4090,742,2098,1321,11623
445,11217,2014,62163.63636363636,77774,52743,3892,742,2010,1391,12908
446,11218,2010,36450,97752,47088,3798,5103,8293,4526,12281
447,11218,2011,35855.555555555555,96796,46721,3968,4762,7433,4404,13225
448,11218,2012,35405.555555555555,96322,46839,3759,4474,6713,4356,12814
449,11218,2013,35061.11111111111,95118,46253,3526,4181,6172,4415,12300
450,11218,2014,34872.22222222222,94932,46493,3312,4178,5373,4555,12173
451,11221,2010,134566.66666666666,135776,69981,8738,3202,733,2858,19354
452,11221,2011,132666.66666666666,135900,69600,8800,3100,800,3100,19400
453,11221,2012,131700,140600,69500,8500,3100,800,3000,21900
454,11221,2013,131700,143529,71412,8344,2993,735,3001,21762
455,11221,2014,131900,138951.25,70123.25,8595.5,3098.75,767,2989.75,20604
456,11223,2010,225333.33333333334,49448.666666666664,12564.333333333334,2846,110,80.66666666666667,936.3333333333334,6270.666666666667
457,11223,2011,223333.33333333334,49751,12177,2997,134,86,912,5949
458,11223,2012,223333.33333333334,49235,12405,2844,107,82,881,6360
459,11223,2013,224333.33333333334,49360,13111,2697,89,74,1016,6503
460,11223,2014,226333.33333333334,49448.666666666664,12564.333333333334,2846,110,80.66666666666667,936.3333333333334,6270.666666666667
461,11225,2010,100763.63636363637,86408,63298,3048,9276,3067,47,9179
462,11225,2011,99254.54545454546,86408,63298,3048,9276,3067,47,9179
463,11225,2012,98572.72727272728,86408,63298,3048,9276,3067,47,9179
464,11225,2013,99072.72727272728,86408,63298,3048,9276,3067,47,9179
465,11225,2014,99200,86408,63298,3048,9276,3067,47,9179
466,11227,2010,196716.66666666666,74532,47847,7708,6239,1044,1048,12046
467,11227,2011,195933.33333333334,73728,48411,7528,5908,1006,1010,11853
468,11227,2012,197266.66666666666,73482,47929,7318,5752,970,975,11282
469,11227,2013,201600,72530,47507,7347,5467,936,939,10663
470,11227,2014,202933.33333333334,71181,47200,7130,5254,897,929,9779
471,11229,2010,190750,23549,36489,9832,2930,848,2460,27040
472,11229,2011,189750,23627,36406,9518,2799,816,2417,26715
473,11229,2012,191000,24006,35905,9196,2666,789,2389,26763
474,11229,2013,195250,24055,36149,8883,2544,763,2387,26434
475,11229,2014,196250,24403,36272,8772,2441,731,2405,26031
476,11230,2010,176500,98457,54367,10003,607,1141,1387,11257
477,11230,2011,174200,100093,54139,10230,632,374,1929,12628
478,11230,2012,174600,100113,55260,10445,742,360,1897,13842
479,11230,2013,176600,101049,57549,10070,2950,186,1860,14208
480,11230,2014,177100,99928,55328.75,10187,1232.75,515.25,1768.25,12983.75
481,11231,2010,86683.33333333333,35990,21765,1268,2444,1736,264,11247
482,11231,2011,85600,35859,21716,1340,2347,1794,291,10922
483,11231,2012,85750,35663,21601,1629,2250,1820,322,10647
484,11231,2013,86533.33333333333,35513,21550,1966,2205,1783,328,10539
485,11231,2014,86416.66666666667,35453,21785,2019,2191,1743,378,11004
486,11232,2010,63814.28571428572,69587,50002,5872,3078,5803,237,14557
487,11232,2011,62807.142857142855,69782,49660,5710,2932,5543,227,14117
488,11232,2012,62092.857142857145,69118,49516,6038,2789,5300,250,13807
489,11232,2013,61935.71428571428,69114,49632,6149,2658,5097,319,13802
490,11232,2014,61850,69318,49361,5921,2572,5135,345,15272
491,11233,2010,77575,34871,21502,2620,302,1977,278,5118
492,11233,2011,76600,35416,22442,2931,294,1933,345,5072
493,11233,2012,76725,35754,24505,2871,281,1881,351,5329
494,11233,2013,77275,36228,26169,2794,268,1931,432,6956
495,11233,2014,77475,36526,26411,3034,256,1958,505,8289
496,11234,2010,110500,47014,23079,3730,3365,981,2893,11391
497,11234,2011,107450,49208,23255,3983,3216,936,2847,10930
498,11234,2012,106333.33333333333,51106,24178,3636,3617,871,2781,9930
499,11234,2013,106250,52532,24675,3836,3549,863,2740,7552
500,11234,2014,105866.66666666667,53688,25709,2304,2967,834,2642,8801
501,11235,2010,160150,43899,41966,3849,325,1159,34,10790
502,11235,2011,158137.5,44164,41649,3715,309,1047,32,10386
503,11235,2012,158412.5,44786,41838,3546,365,958,30,10107
504,11235,2013,160287.5,45994,43016,3383,364,859,30,9887
505,11235,2014,161162.5,47955,43216,3270,362,763,46,10880
506,11238,2010,87850,45032,23933,1717,213,2391,1619,5737
507,11238,2011,86350,45484,24093,1682,208,2289,1646,5643
508,11238,2012,85600,45599,24152,1664,201,2191,1647,5536
509,11238,2013,85375,45398,24492,1806,204,2100,2197,5489
510,11238,2014,84750,45620,25497,1896,212,2021,2100,5418
511,11239,2010,69628.57142857143,49077,32792,1356,10884,2645,88,3963
512,11239,2011,68542.85714285714,50846,32457,1313,10169,2524,83,3931
513,11239,2012,68485.71428571429,52181,32043,1290,9561,2406,83,4032
514,11239,2013,68371.42857142857,53445,31920,1293,8850,2302,83,5166
515,11239,2014,68185.71428571429,53696,31483,1190,8227,1683,83,5810
516,11240,2010,47975,23740,20582,854,4001,1573,948,2796
517,11240,2011,47175,23900,20189,832,3862,1448,909,2795
518,11240,2012,46475,24229,19691,810,3721,1353,996,2748
519,11240,2013,46325,24496,19411,804,3599,1263,1319,2919
520,11240,2014,46200,25226,19319,811,3777,1176,1225,2936
521,11241,2010,81025,33117,22203,1383,345,1653,83,6089
522,11241,2011,79975,33417,21762,1309,310,1578,65,5936
523,11241,2012,79850,34246,21617,1238,276,1511,53,5794
524,11241,2013,79475,34224,21219,1162,241,1486,35,5636
525,11241,2014,79325,33704,20720,1107,206,1442,21,5568
526,11242,2010,56880,40941,16018,2994,1893,2559,390,3336
527,11242,2011,55100,38633,24389,2284,1137,1963,452,3000
528,11242,2012,54140,38405,23819,2146,1016,1831,432,2923
529,11242,2013,53740,38981,23787,2023,911,1744,221,2964
530,11242,2014,53240,39141,24271,1903,849,1759,244,2774
531,11245,2010,167000,47371,42062,5082,5701,887,189,16898
532,11245,2011,164333.33333333334,47117,41938,4960,5820,851,184,17028
533,11245,2012,164500,47506,42341,4862,17034,831,246,17464
534,11245,2013,166666.66666666666,48413,45871,4932,19103,813,339,18393
535,11245,2014,167833.33333333334,49558,47595,5004,20119,798,553,19292
536,12202,2010,30085.714285714286,22493,20939,1058,5332,1629,733,2821
537,12202,2011,29685.714285714286,23183,20627,1009,5051,1522,760,2773
538,12202,2012,29442.85714285714,22801,21328,961,4844,1443,884,2788
539,12202,2013,29342.85714285714,22822,23502,902,4614,1392,922,2719
540,12202,2014,29271.428571428572,22347,23750,828,4413,1348,1013,2653
541,12204,2010,136227.02702702704,288480,159048,16331,29214,4854,5944,11716
542,12204,2011,135756.75675675675,292093,163765,16058,28004,4575,5982,12003
543,12204,2012,137645.94594594595,292291,167916,17331,28934,4246,6034,12663
544,12204,2013,140024.32432432432,293441,173655,20426,28082,3962,6262,12481
545,12204,2014,141613.51351351352,296710,181296,21332,28685,3683,6561,12763
546,12205,2010,27342.85714285714,28054,10911,873,4253,3729,555,2003
547,12205,2011,27000,27703,10641,860,4113,3620,539,2021
548,12205,2012,26885.714285714286,27317,10934,956,3977,3522,572,2187
549,12205,2013,26857.14285714286,27691.333333333332,10828.666666666666,896.3333333333334,4114.333333333333,3623.6666666666665,555.3333333333334,2070.3333333333335
550,12205,2014,26928.571428571428,27691.333333333332,10828.666666666666,896.3333333333334,4114.333333333333,3623.6666666666665,555.3333333333334,2070.3333333333335
551,12210,2010,26362.5,53515,18747,2209,156,2492,36,10052
552,12210,2011,26100,54660,19016,2124,135,2352,33,9871
553,12210,2012,25987.5,54388,18628,2071,135,2202,65,9704
554,12210,2013,26012.5,54187.666666666664,18797,2134.6666666666665,142,2348.6666666666665,44.666666666666664,9875.666666666666
555,12210,2014,26087.5,54187.666666666664,18797,2134.6666666666665,142,2348.6666666666665,44.666666666666664,9875.666666666666
556,12213,2010,23433.333333333332,25538,26084,3185,129,2226,1060,7633
557,12213,2011,23166.666666666668,25251,25480,3044,125,2086,1103,7663
558,12213,2012,23050,24918,25306,2913,123,1969,1139,7571
559,12213,2013,23033.333333333332,24700,25277,2779,136,2481,1151,7476
560,12213,2014,23050,24493,25162,2739,132,2478,1162,7460
561,12217,2010,101861.76470588235,210237,97286,17927,34409,4374,8229,15380
562,12217,2011,98705.88235294117,212216,100562,17430,32761,4192,8372,15399
563,12217,2012,97285.29411764706,214048,100361,17076,31318,4045,8790,15578
564,12217,2013,96167.64705882352,213480,99729,16578,29783,3843,8523,15269
565,12217,2014,95467.64705882352,212495.25,99484.5,17252.75,32067.75,4113.5,8478.5,15406.5
566,12218,2010,20280,8958,5876,620,2351,4918,632,2523
567,12218,2011,20100,8713,5702,579,2227,4775,601,2655
568,12218,2012,19920,8491,5647,555,2134,4632,638,2609
569,12218,2013,19804,8576,7092,534,1999,4512,762,3219
570,12218,2014,19610,8709,6993,514,1860,4616,769,5064
571,12219,2010,42509.67741935484,257571,113226,6372,20839,9129,6069,10794
572,12219,2011,42180.645161290326,257082,114427,6051,19548,8692,5907,10595
573,12219,2012,42074.1935483871,256959,114743,5824,18294,8252,6040,10638
574,12219,2013,42195.16129032258,255025,114404,5974,17102,7831,5886,10606
575,12219,2014,42461.93548387097,253272,113637,6631,16576,7466,5861,10636
576,12221,2010,114192.85714285714,67773,52689,3352,20105,1830,4032,5716
577,12221,2011,112935.71428571429,44375,83897,3120,15792,1608,3772,5653
578,12221,2012,112614.28571428571,56074,68293,3236,17948.5,1719,3902,5684.5
579,12221,2013,112471.42857142857,56074,68293,3236,17948.5,1719,3902,5684.5
580,12221,2014,112664.28571428571,56074,68293,3236,17948.5,1719,3902,5684.5
581,12222,2010,103230,56224,29723,1867,3977,525,970,8639
582,12222,2011,100620,55373,30386,1852,3824,534,1060,8396
583,12222,2012,99050,54699,30433,1850,3746,530,1272,8230
584,12222,2013,97500,54425,30292,1878,3790,579,1322,7988
585,12222,2014,96880,53733,30506,1919,3779,581,1346,7829
586,12225,2010,22688.46153846154,50686,34605,2369,6942,8061,3503,15551
587,12225,2011,22742.30769230769,50777,34646,2644,6706,4962,3445,17857
588,12225,2012,23080.76923076923,50310,34238,2552,6443,4851,3584,17416
589,12225,2013,23842.30769230769,49989,33908,2447,6014,4680,3531,16966
590,12225,2014,24950,49589,33902,2367,5578,4564,3639,16541
591,12228,2010,54544.444444444445,48354,28873,2142,6475,1585,1938,4897
592,12228,2011,53222.22222222222,48514,28697,2091,6159,1566,1886,4843
593,12228,2012,52166.666666666664,48716,28430,2068,5840,1552,1891,4830
594,12228,2013,51344.444444444445,49726,28259,1985,5543,1538,1755,5020
595,12228,2014,50711.11111111111,48827.5,28564.75,2071.5,6004.25,1560.25,1867.5,4897.5
596,12229,2010,37285.71428571428,51205,28842,1771,5148,2448,1672,3339
597,12229,2011,37385.71428571428,50854,28444,1776,4758,2297,1547,3184
598,12229,2012,37600,51026,28144,1700,4425,2170,1493,3017
599,12229,2013,37842.857142857145,53380,28410,1722,4049,2054,1470,2894
600,12229,2014,38342.857142857145,51616.25,28460,1742.25,4595,2242.25,1545.5,3108.5
601,12230,2010,19233.333333333332,24665,23782,2409,6602,423,375,1148
602,12230,2011,18900,24576,23273,2272,6219,421,391,1116
603,12230,2012,18700,24481,22805,2142,5858,366,480,1092
604,12230,2013,18600,24317,22527,2020,5501,340,452,1118
605,12230,2014,18533.333333333332,24509.75,23096.75,2210.75,6045,387.5,424.5,1118.5
606,12231,2010,33416.666666666664,53395,52484,4422,448,612,548,8089
607,12231,2011,32733.333333333332,69270,75111,5436,1178,1712,1025,9684
608,12231,2012,32241.666666666668,70235,74075,5613,1497,1819,1222,9555
609,12231,2013,31975,71439,74375,5518,1547,1794,1322,9081
610,12231,2014,31600,66084.75,69011.25,5247.25,1167.5,1484.25,1029.25,9102.25
611,12233,2010,39100,21700,15838,531,4377,290,883,1462
612,12233,2011,38640,22091,15590,484,5013,277,943,1528
613,12233,2012,38560,23134,15407,510,4504,266,1259,1672
614,12233,2013,38540,23563,15385,487,4233,255,1230,1631
615,12233,2014,38780,22622,15555,503,4531.75,272,1078.75,1573.25
616,12234,2010,14790,26824,23872,2101,4674,16720,798,8588
617,12234,2011,14538.8,26588,23355,1965,4926,15893,746,8737
618,12234,2012,14413.6,26109,22957,1868,4754,15225,1139,8929
619,12234,2013,14326.4,25984,23564,2269,4502,14632,1907,8615
620,12234,2014,14246.8,25535,24929,2462,4171,13849,2433,8265
621,12236,2010,19927.272727272728,39489,28738,2729,1108,4325,455,14071
622,12236,2011,19481.81818181818,40355,28436,2615,1051,4340,431,13773
623,12236,2012,19177.272727272728,40318,29986,2463,1187,4297,522,14952
624,12236,2013,19009.090909090908,41138,29624,2321,1153,4173,734,14624
625,12236,2014,18909.090909090908,40325,29196,2532,1124.75,4283.75,535.5,14355
626,12238,2010,14023.076923076924,22055,11503,1422,1520,4981,929,5901
627,12238,2011,13815.384615384615,22889,11475,1418,1461,4793,1106,5851
628,12238,2012,13669.23076923077,23021,11719,1335,1366,4584,1053,6740
629,12238,2013,13496.153846153846,23093,11940,1254,1330,4480,981,6634
630,12238,2014,13273.076923076924,22734,13735,1183,1256,4279,903,6358
631,13101,2010,1856666.6666666667,130716,127765,39319,6843,1313,228,51696
632,13101,2011,1853333.3333333333,130062,132508,38458,6653,1288,222,50668
633,13101,2012,1906666.6666666667,130645,132273,37661,6490,1263,223,50050
634,13101,2013,2003333.3333333333,129541,133112,37091,6327,1241,234,47801
635,13101,2014,2116666.6666666665,131875,138976,46310,6167,1240,229,39496
636,13102,2010,767000,5333707,172900,45052,10589,5323,0,49473
637,13102,2011,764500,5340844,170552,45560,10385,5524,0,47632
638,13102,2012,782500,5341079,176111,46548,10254,5321,0,52647
639,13102,2013,844500,5327664,169766,48004,9739,5009,0,49433
640,13102,2014,915500,5331469,177992,51132,9576,4991,0,50326
641,13103,2010,1183750,2662086,389879,77942,13849,904,429,132450
642,13103,2011,1181250,2593296,291553,65386,15546,815,791,117183
643,13103,2012,1215000,2600243,278339,69374,15262,584,772,133101
644,13103,2013,1281250,2598193,271194,85672,13649,559,487,136831
645,13103,2014,1338750,2726234,296135,96217,13555,992,475,128765
646,13105,2010,738800,132249,185953,22505,4443,88,480,72620
647,13105,2011,736000,128107,180170,23509,4289,81,462,69095
648,13105,2012,739800,126104,173986,24378,4204,74,434,70885
649,13105,2013,756400,125720,174490,23908,4147,68,635,68917
650,13105,2014,777400,125027,179465,29742,4259,62,758,72649
651,13106,2010,663000,60718,81197,38500,21692,3397,10417,21956
652,13106,2011,657000,60438,89398,37711,21012,4916,10671,20953
653,13106,2012,658000,60326,87990,37017,20325,4783,10747,22058
654,13106,2013,671000,60489,86668,36187,19703,4671,11146,22196
655,13106,2014,685000,60370,86263,35620,19003,4784,11380,20203
656,13108,2010,377416.6666666667,125073,166429,32690,9475,2829,2750,51025
657,13108,2011,378666.6666666667,128323,168213,33157,9235,2753,2686,49955
658,13108,2012,381833.3333333333,129641,169794,33055,8961,2676,2623,51217
659,13108,2013,392750,130299,173420,33047,8690,2600,2580,51952
660,13108,2014,402000,132230,176374,33302,8454,2523,2744,52100
661,13109,2010,590166.6666666666,367695,308240,51284,10949,7362,18785,34125
662,13109,2011,588500,369391,316106,51443,10703,6802,18818,34579
663,13109,2012,600000,371719,323470,51253,10593,6664,18941,34766
664,13109,2013,618000,372967,322827,50510,10319,6738,18820,34337
665,13109,2014,657000,375648,331047,50628,10262,6599,18651,34443
666,13110,2010,641625,801964,154230,30553,7675,83836,3734,25573
667,13110,2011,641500,797838,150695,30666,7546,83613,3628,25008
668,13110,2012,647375,784430,148641,30292,7399,83416,3738,25155
669,13110,2013,664625,778784,147850,30581,7350,83368,4831,29268
670,13110,2014,689500,783944,148962,31827,7433,83899,5078,29564
671,13111,2010,394050,276168,167466,75068,3611,18391,1856,61097
672,13111,2011,391150,277764,170090,74087,3928,17509,2205,62817
673,13111,2012,392100,278511,171249,72490,3782,16671,2522,61676
